Species_updated_name_fishbase,Species_checklist_name,Species_used_name,Author,Class,Order,Family,Red_Sea,Mediterranean,Red_sea_endemic,Med_israeli_coast,Gulf_of_aqaba ,Lessepsian,First_israel_med_record,Pop_status_in_isreal,Lessepsian_med_distribution,Anti_Lessepsian,Distinct_Med_Red_distribution,Med_Red_distribution_explanation,Distinct_sp_Med_first_record_year,Comments,Home_range,Activity,Schooling,Water_level,Diet,Venomous,Poisonous
Pseudupeneus prayensis,Pseudupeneus prayensis,NA,"(Cuvier, 1829)",Actinopteri,Perciformes,Mullidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,SmallG,Low,IM,0,0
Psilogobius randalli,Psilogobius randalli,NA,Goren & Karplus 1983,Actinopteri,Gobiiformes,Gobiidae,1,0,1,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,OM,0,0
Ptarmus gallus,Ptarmus gallus,NA,Kossmann & Räuber 1877,Actinopteri,Perciformes/Scorpaenoidei,Aploactinidae,1,0,1,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Pteragogus clarkae,Pteragogus clarkae,NA,Randall 2013,Actinopteri,Eupercaria/misc,Labridae,1,0,1,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Pteragogus cryptus,Pteragogus cryptus,Pteragogus cryptus,Randall 1981,Actinopteri,Eupercaria/misc,Labridae,1,0,1,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,IM,0,0
Pteragogus flagellifer,Pteragogus flagellifer,NA,Valenciennes 1839,Actinopteri,Eupercaria/misc,Labridae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,IM,0,0
Pteragogus pelycus,Pteragogus pelycus,NA,Randall 1981,Actinopteri,Eupercaria/misc,Labridae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,SmallG,Bottom,IM,0,0
Pteragogus trispilus,Pteragogus trispilus,NA,"Randall, 2013",Actinopteri,Perciformes,Labridae,1,1,1,1,1,1,1991,Rare,"Cyprus, Egypt, Greece, Lebanon, Syria, Tunisia, Turkey",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Ptereleotris arabica,Ptereleotris arabica,NA,Randall & Hoese 1985,Actinopteri,Gobiiformes,Ptereleotridae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,MedG,Low,PK,0,0
Ptereleotris evides,Ptereleotris evides,Ptereleotris evides,Jordan & Hubbs 1925,Actinopteri,Gobiiformes,Ptereleotridae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Pair,Low,PK,0,0
Ptereleotris heteroptera,Ptereleotris heteroptera,NA,Bleeker 1855,Actinopteri,Gobiiformes,Ptereleotridae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Pair,Low,PK,0,0
Ptereleotris microlepis,Ptereleotris microlepis,NA,Bleeker 1856,Actinopteri,Gobiiformes,Ptereleotridae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,MedG,Low,PK,0,0
Ptereleotris zebra,Ptereleotris zebra,NA,Fowler 1938,Actinopteri,Gobiiformes,Ptereleotridae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,MedG,Low,PK,0,0
Pterocaesio chrysozona,Pterocaesio chrysozona,NA,Cuvier 1830,Actinopteri,Eupercaria/misc,Caesionidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,VMob,Day,LargeG,High,PK,0,0
Pteroidichthys amboinensis,Pteroidichthys amboinensis,NA,Bleeker 1856,Actinopteri,Perciformes/Scorpaenoidei,Scorpaenidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,Sol,Bottom,FC,0,0
Pterois cincta,Pterois cincta,Pterois radiata,Rüppell 1838,Actinopteri,Perciformes/Scorpaenoidei,Scorpaenidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Pterois miles,Pterois miles,Pterois miles,"(Bennett, 1828)",Actinopteri,Perciformes,Scorpaenidae,1,1,0,1,1,1,1991,common,"Cyprus, Greece, Italy, lebanon, Tunisia, Turkey",0,0,NA,NA,NA,Sed,Night,Sol,Low,FC,1,0
Pterois mombasae,Pterois mombasae,NA,Smith 1957,Actinopteri,Perciformes/Scorpaenoidei,Scorpaenidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,Sol,Low,FC,0,0
Pterois russelii,Pterois russelii,NA,Bennett 1831,Actinopteri,Perciformes/Scorpaenoidei,Scorpaenidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,Sol,Low,FC,1,0
Pteroplatytrygon violacea,Pteroplatytrygon violacea,NA,"(Bonaparte, 1832)",Elasmobranchii,Myliobatiformes,Dasyatidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0
Pterygotrigla spirai,Pterygotrigla spirai,NA,Golani & Baranes 1997,Actinopteri,Perciformes/Scorpaenoidei,Triglidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Pygoplites diacanthus,Pygoplites flavescens,Pygoplites diacanthus,Bennett 1831,Actinopteri,Acanthuriformes,Pomacanthidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Rachycentron canadum,Rachycentron canadum,NA,"(Linnaeus, 1766)",Actinopteri,Carangiformes,Rachycentridae,1,1,0,1,1,1,1978,Rare,"Lebanon, Turkey",0,0,NA,NA,NA,VMob,Day,SmallG,High,FC,0,0
Raja asterias,Raja asterias,NA,"Delaroche, 1809",Elasmobranchii,Rajiformes,Rajidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,IM,0,0
Raja brachyura,Raja brachyura,NA,"Lafont, 1873",Elasmobranchii,Rajiformes,Rajidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Raja clavata,Raja clavata,NA,"Linnaeus, 1758",Elasmobranchii,Rajiformes,Rajidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Raja miraletus,Raja miraletus,NA,"Linnaeus, 1758",Elasmobranchii,Rajiformes,Rajidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Raja montagui,Raja montagui,NA,"Fowler, 1910",Elasmobranchii,Rajiformes,Rajidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Raja polystigma,Raja polystigma,NA,"Regan, 1923",Elasmobranchii,Rajiformes,Rajidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Raja radula,Raja radula,NA,"Delaroche, 1809",Elasmobranchii,Rajiformes,Rajidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,IM,0,0
Raja undulata,Raja undulata,NA,"Lacepčde, 1802",Elasmobranchii,Rajiformes,Rajidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,IM,0,0
Ranzania laevis,Ranzania laevis,NA,(Pennant 1776),Actinopteri,Tetraodontiformes,Molidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Rastrelliger kanagurta,Rastrelliger kanagurta,NA,"(Cuvier, 1816)",Actinopteri,Scombriformes,Scombridae,1,1,0,1,1,1,1967,Rare,Egypt,0,0,NA,NA,NA,VMob,Both,LargeG,High,PK,0,0
Regalecus glesne,Regalecus glesne,NA,"Ascanius, 1772",Actinopteri,Lampriformes,Regalecidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Remora albescens,Remorina albescens,NA,Temminck & Schlegel 1850,Actinopteri,Carangiformes,Echeneidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Remora australis,Remora australis,NA,"(Bennett, 1840)",Actinopteri,Carangiformes,Echeneidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Remora brachyptera,Remora brachyptera,NA,Lowe 1839,Actinopteri,Carangiformes,Echeneidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Remora osteochir,Remora osteochir,NA,"(Cuvier, 1829)",Actinopteri,Carangiformes,Echeneidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Remora remora,Remora remora,NA,"(Linnaeus, 1758)",Actinopteri,Carangiformes,Echeneidae,1,1,0,1,1,0,NA,NA,NA,0,1,known_distribution,,NA,VMob,Both,Sol,High,IM,0,0
Rhabdamia nigrimentum,Rhabdamia nigrimentum,NA,Smith 1961,Actinopteri,Kurtiformes,Apogonidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,LargeG,Low,PK,0,0
Rhabdamia spilota,Rhabdamia spilota,NA,Allen & Kuiter 1994,Actinopteri,Kurtiformes,Apogonidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,Pair,Low,PK,0,0
Rhabdosargus haffara,Rhabdosargus haffara,NA,"(Fabricius, 1775)",Actinopteri,Perciformes,Sparidae,1,1,0,1,1,1,1991,Rare,Egypt,0,0,NA,NA,NA,VMob,Both,SmallG,Bottom,IM,0,0
Rhabdosargus sarba,Rhabdosargus sarba,NA,Forsskål in Niebuhr 1775,Actinopteri,Eupercaria/misc,Sparidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,VMob,Both,SmallG,Bottom,IM,0,0
Rhina ancylostomus,Rhina ancylostoma,NA,Bloch & Schneider 1801,Elasmobranchii,Rhinopristiformes,Rhinobatidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,IM,0,0
Rhincodon typus,Rhincodon typus,NA,Smith 1828,Elasmobranchii,Orectolobiformes,Rhincodontidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Rhinecanthus assasi,Rhinecanthus assasi,Rhinecanthus assasi,Forsskål in Niebuhr 1775,Actinopteri,Tetraodontiformes,Balistidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,IM,0,0
Rhinobatos punctifer,Rhinobatos punctifer,NA,Compagno & Randall 1987,Elasmobranchii,Rhinopristiformes,Rhinobatidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Rhinobatos rhinobatos,Rhinobatos rhinobatos,NA,"(Linnaeus, 1758)",Elasmobranchii,Rhinopristiformes,Rhinobatidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,IM,0,0
Rhinoptera javanica,Rhinoptera javanica,NA,Müller & Henle 1841,Elasmobranchii,Myliobatiformes,Rhinopteridae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,IM,0,0
Rhinoptera jayakari,Rhinoptera jayakari,NA,Boulenger 1895,Elasmobranchii,Myliobatiformes,Rhinopteridae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Rhinoptera marginata,Rhinoptera marginata,Rhinoptera marginata,"(Geoffroy Saint-Hilaire, 1817)",Elasmobranchii,Myliobatiformes,Rhinopteridae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,IM,0,0
Rhizoprionodon acutus,Rhizoprionodon acutus,NA,"(Rüppell, 1837)",Elasmobranchii,Carcharhiniformes,Carcharhinidae,1,1,0,0,0,0,NA,NA,NA,0,1,known_distribution,,NA,NA,NA,NA,NA,NA,0,0
Rhynchobatus djiddensis,Rhynchobatus djiddensis,NA,Forsskål in Niebuhr 1775,Elasmobranchii,Rhinopristiformes,Rhinobatidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,IM,0,0
Rhynchoconger trewavasae,Rhynchoconger trewavasae,NA,"Ben-Tuvia, 1993",Actinopteri,Anguilliformes,Congridae,1,1,0,1,1,1,1987,Single Record,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Rhynchogadus hepaticus,Rhynchogadus hepaticus,NA,"(Facciolą, 1884)",Actinopteri,Gadiformes,Moridae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Roa jayakari,Roa jayakari,NA,Norman 1939,Actinopteri,Acanthuriformes,Chaetodontidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,SmallG,Low,IM,0,0
Rogadius pristiger,Rogadius pristiger,NA,Cuvier 1829,Actinopteri,Perciformes/Scorpaenoidei,Platycephalidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Rostroraja alba,Rostroraja alba,NA,"(Lacepčde, 1803)",Elasmobranchii,Rajiformes,Rajidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Ruvettus pretiosus,Ruvettus pretiosus,NA,"Cocco, 1833",Actinopteri,Scombriformes,Gempylidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1
Salaria basilisca,Salaria basilisca,NA,"(Valenciennes, 1836)",Actinopteri,Blenniiformes,Blenniidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,OM,0,0
Salaria pavo,Salaria pavo,NA,"(Risso, 1810)",Actinopteri,Blenniiformes,Blenniidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,HD,0,0
Salarias fasciatus,Salarias fasciatus,Salarias fasciatus,Bloch 1786,Actinopteri,Blenniiformes,Blenniidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,OM,0,0
Samaris cristatus,Samaris cristatus,Samaris cristatus,Gray 1831,Actinopteri,Pleuronectiformes,Samaridae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Samariscus inornatus,Samariscus inornatus,NA,Lloyd 1909,Actinopteri,Pleuronectiformes,Samaridae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Sarda orientalis,Sarda orientalis,NA,Temminck & Schlegel 1844,Actinopteri,Scombriformes,Scombridae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Sarda sarda,Sarda sarda,NA,"(Bloch, 1793)",Actinopteri,Scombriformes,Scombridae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Sardina pilchardus,Sardina pilchardus,Sardina pilchardus,"(Walbaum, 1792)",Actinopteri,Clupeiformes,Clupeidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Sardinella albella,Sardinella albella,NA,Valenciennes 1847,Actinopteri,Clupeiformes,Clupeidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,VMob,Day,LargeG,High,PK,0,0
Sardinella aurita,Sardinella aurita,NA,"Valenciennes, 1847",Actinopteri,Clupeiformes,Clupeidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,VMob,Day,LargeG,High,PK,0,0
Sardinella gibbosa,Sardinella gibbosa,NA,"(Bleeker, 1849)",Actinopteri,Clupeiformes,Clupeidae,1,1,0,1,0,1,2008,Common,,0,0,NA,NA,NA,VMob,Day,LargeG,High,PK,0,0
Sardinella longiceps,Sardinella longiceps,NA,Valenciennes 1847,Actinopteri,Clupeiformes,Clupeidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Sardinella maderensis,Sardinella maderensis,NA,"(Lowe, 1838)",Actinopteri,Clupeiformes,Clupeidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Sargocentron caudimaculatum,Sargocentron caudimaculatum,Sargocentron caudimaculatum,Rüppell 1838,Actinopteri,Holocentriformes,Holocentridae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Night,Sol,Low,IM,1,0
Sargocentron diadema,Sargocentron diadema,Sargocentron diadema,Lacepčde 1802,Actinopteri,Holocentriformes,Holocentridae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Night,Sol,Low,IM,1,0
Sargocentron ittodai,Sargocentron ittodai,Sargocentron ittodai,Jordan & Fowler 1902,Actinopteri,Holocentriformes,Holocentridae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Night,Sol,Low,IM,1,0
Sargocentron macrosquamis,Sargocentron macrosquamis,NA,Golani 1984,Actinopteri,Holocentriformes,Holocentridae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,Sol,Bottom,IM,0,0
Sargocentron marisrubri,Sargocentron marisrubri,NA,"Randall, Golani & Diamant 1989",Actinopteri,Holocentriformes,Holocentridae,1,0,1,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,Sol,Bottom,IM,0,0
Sargocentron punctatissimum,Sargocentron punctatissimum,Sargocentron punctatissimum,Cuvier 1829,Actinopteri,Holocentriformes,Holocentridae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Night,Sol,Low,IM,1,0
Sargocentron rubrum,Sargocentron rubrum,Sargocentron rubrum,"(Forsskål, 1775)",Actinopteri,Holocentriformes,Holocentridae,1,1,0,1,1,1,1947,Common,"Cyprus, Egypt, Greece, Lebanon, Libya, Syria, Turkey",0,0,NA,NA,NA,Mob,Night,Sol,Low,IM,1,0
Sargocentron spiniferum,Sargocentron spiniferum,NA,Forsskål in Niebuhr 1775,Actinopteri,Holocentriformes,Holocentridae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Night,Sol,Low,IM,0,0
Sarpa salpa,Sarpa salpa,Sarpa salpa,"(Linnaeus, 1758)",Actinopteri,Perciformes,Sparidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Saurenchelys lateromaculata,Saurenchelys lateromaculata,NA,D'Ancona 1928,Actinopteri,Anguilliformes,Nettastomatidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Saurenchelys meteori,Saurenchelys meteori,NA,Klausewitz & Zajonz 2000,Actinopteri,Anguilliformes,Nettastomatidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Saurida golanii,Saurida golanii,NA,Russell 2011,Actinopteri,Aulopiformes,Synodontidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Saurida gracilis,Saurida gracilis,Saurida gracilis,Quoy & Gaimard 1824,Actinopteri,Aulopiformes,Synodontidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Both,Sol,Bottom,FC,0,0
Saurida lessepsianus,Saurida lessepsianus,NA,"Russell, Golani & Tikochinski, 2015",Actinopteri,Aulopiformes,Synodontidae,1,1,0,1,1,1,1952,Common,"Albania, Cyprus, Egypt, Greece, Lebanon, Libya, Syria,Tunisia, Turkey",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Saurida longimanus,Saurida longimanus,NA,Norman 1939,Actinopteri,Aulopiformes,Synodontidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Saurida tumbil,Saurida tumbil,NA,Bloch 1795,Actinopteri,Aulopiformes,Synodontidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,VMob,Both,Sol,Bottom,FC,0,0
Scartella cristata,Scartella cristata,NA,"(Linnaeus, 1758)",Actinopteri,Blenniiformes,Blenniidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,OM,0,0
Scarus collana,Scarus collana,Scarus collana,Rüppell 1835,Actinopteri,Eupercaria/misc,Scaridae,1,0,1,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,SmallG,Bottom,HD,0,0
Scarus ferrugineus,Scarus ferrugineus,Scarus ferrugineus,Forsskål in Niebuhr 1775,Actinopteri,Eupercaria/misc,Scaridae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Scarus frenatus,Scarus frenatus,Scarus frenatus,Lacepčde 1802,Actinopteri,Eupercaria/misc,Scaridae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,Sol,Bottom,OM,0,0
Scarus fuscopurpureus,Scarus fuscopurpureus,Scarus fuscopurpureus,Klunzinger 1871,Actinopteri,Eupercaria/misc,Scaridae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,Pair,Bottom,HD,0,0
Scarus ghobban,Scarus ghobban,Scarus ghobban,"Forsskål, 1775",Actinopteri,Perciformes,Scaridae,1,1,0,1,1,1,2001,Local,"Cyprus, Greece, Lebanon, Turkey ",0,0,NA,NA,NA,Mob,Day,SmallG,Bottom,OM,0,0
Scarus niger,Scarus niger,Scarus niger,Forsskål in Niebuhr 1775,Actinopteri,Eupercaria/misc,Scaridae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,Sol,Bottom,OM,0,0
Scarus psittacus,Scarus psittacus,Scarus psittacus,Forsskål in Niebuhr 1775,Actinopteri,Eupercaria/misc,Scaridae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,MedG,Bottom,OM,0,0
Scarus rubroviolaceus,Scarus rubroviolaceus,NA,Bleeker 1847,Actinopteri,Eupercaria/misc,Scaridae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,SmallG,Bottom,OM,0,0
Scarus scaber,Scarus scaber,NA,Valenciennes 1840,Actinopteri,Eupercaria/misc,Scaridae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,MedG,Bottom,OM,0,0
Scarus viridifucatus,Scarus viridifucatus,NA,Smith 1956,Actinopteri,Eupercaria/misc,Scaridae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,Sol,Bottom,OM,0,0
Scatophagus argus,Scatophagus argus,NA,"(Linnaeus, 1766)",Actinopteri,Acanthuriformes,Scatophagidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,IM,1,0
Schedophilus medusophagus,Schedophilus medusophagus,NA,"Cocco, 1839",Actinopteri,Scombriformes,Centrolophidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Schedophilus ovalis,Schedophilus ovalis,NA,"(Cuvier, 1833)",Actinopteri,Scombriformes,Centrolophidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Schindleria elongata,Schindleria elongata,NA,Fricke & Abu El-Regal 2017,Actinopteri,Gobiiformes,Schindleriidae,1,0,1,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Schindleria nigropunctata,Schindleria nigropunctata,NA,Fricke & Abu El-Regal 2017,Actinopteri,Gobiiformes,Schindleriidae,1,0,1,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Schindleria praematura,Schindleria praematura,NA,Schindler 1930,Actinopteri,Gobiiformes,Schindleriidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,LargeG,Low,PK,0,0
Sciaena umbra,Sciaena umbra,Sciaena umbra,"Linnaeus, 1758",Actinopteri,Perciformes,Sciaenidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,FC,0,0
Sciaenops ocellatus,Sciaenops ocellatus,NA,"(Linnaeus, 1766)",Actinopteri,Perciformes,Sciaenidae,0,1,0,1,0,1,1999,Rare,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Scolecenchelys gymnota,Scolecenchelys gymnota,NA,Bleeker 1857,Actinopteri,Anguilliformes,Ophichthidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,Sol,Bottom,IM,0,0
Scolecenchelys iredalei,Scolecenchelys iredalei,NA,Whitley 1987,Actinopteri,Anguilliformes,Ophichthidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,Sol,Bottom,IM,0,0
Scolecenchelys laticaudata,Scolecenchelys laticaudata,NA,Ogilby 1897,Actinopteri,Anguilliformes,Ophichthidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,Sol,Bottom,IM,0,0
Scoliodon laticaudus,Scoliodon laticaudus,NA,Müller &Henle 1838,Elasmobranchii,Carcharhiniformes,Carcharhinidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,FC,0,0
Scolopsis bimaculata,Scolopsis bimaculatus,NA,Rüppell 1828,Actinopteri,Eupercaria/misc,Nemipteridae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,SmallG,Bottom,IM,0,0
Scolopsis ghanam,Scolopsis ghanam,Scolopsis ghanam,Forsskål in Niebuhr 1775,Actinopteri,Eupercaria/misc,Nemipteridae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,SmallG,Bottom,IM,0,0
Scolopsis taeniata,Scolopsis taeniata,NA,Cuvier 1830,Actinopteri,Eupercaria/misc,Nemipteridae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,SmallG,Bottom,IM,0,0
Scolopsis vosmeri,Scolopsis vosmeri,NA,Bloch 1792,Actinopteri,Eupercaria/misc,Nemipteridae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,SmallG,Bottom,IM,0,0
Scomber australasicus,Scomber australasicus,NA,Cuvier 1832,Actinopteri,Scombriformes,Scombridae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Scomber colias,Scomber colias,NA,"Gmelin, 1789",Actinopteri,Scombriformes,Scombridae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Scomber scombrus,Scomber scombrus,NA,"Linnaeus, 1758",Actinopteri,Scombriformes,Scombridae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
