Species_updated_name_fishbase,Species_checklist_name,Species_used_name,Author,Class,Order,Family,Red_Sea,Mediterranean,Red_sea_endemic,Med_israeli_coast,Gulf_of_aqaba ,Lessepsian,First_israel_med_record,Pop_status_in_isreal,Lessepsian_med_distribution,Anti_Lessepsian,Distinct_Med_Red_distribution,Med_Red_distribution_explanation,Distinct_sp_Med_first_record_year,Comments,Home_range,Activity,Schooling,Water_level,Diet,Venomous,Poisonous
Scomberesox saurus,Scomberesox saurus,NA,"(Walbaum, 1792)",Actinopteri,Beloniformes,Scomberesocidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Scomberoides commersonnianus,Scomberoides commersonnianus,NA,Lacepčde 1801,Actinopteri,Carangiformes,Carangidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,VMob,Both,SmallG,High,FC,0,0
Scomberoides lysan,Scomberoides lysan,NA,Forsskål in Niebuhr 1775,Actinopteri,Carangiformes,Carangidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,VMob,Both,SmallG,High,FC,0,0
Scomberomorus commerson,Scomberomorus commerson,Scomberomorus commerson,"(Lacepčde, 1800)",Actinopteri,Scombriformes,Scombridae,1,1,0,1,1,1,1935,Common,"Egypt, Greece, Italy, Lebanon, Libya, Syria, Tunisia, Turkey ",0,0,NA,NA,NA,VMob,Both,SmallG,High,FC,0,0
Scophthalmus maximus,Scophthalmus maximus,NA,"(Linnaeus, 1758)",Actinopteri,Carangiformes,Scophthalmidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,FC,0,0
Scophthalmus rhombus,Scophthalmus rhombus,NA,"(Linnaeus, 1758)",Actinopteri,Carangiformes,Scophthalmidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Scorpaena decemradiata,Scorpaena sp.,NA,,Actinopteri,Perciformes/Scorpaenoidei,Scorpaenidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Scorpaena elongata,Scorpaena elongata,NA,"Cadenat, 1943",Actinopteri,Perciformes,Scorpaenidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Both,Sol,Bottom,IM,0,0
Scorpaena loppei,Scorpaena loppei,NA,"Cadenat, 1943",Actinopteri,Perciformes,Scorpaenidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Both,Sol,Bottom,IM,0,0
Scorpaena maderensis,Scorpaena maderensis,Scorpaena maderensis,"Valenciennes, 1833",Actinopteri,Perciformes,Scorpaenidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,Sol,Bottom,FC,1,0
Scorpaena notata,Scorpaena notata,Scorpaena notata,"Rafinesque, 1810",Actinopteri,Perciformes,Scorpaenidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Both,Sol,Bottom,IM,1,0
Scorpaena porcus,Scorpaena porcus,Scorpaena porcus,"Linnaeus, 1758",Actinopteri,Perciformes,Scorpaenidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,Sol,Bottom,FC,0,0
Scorpaena scrofa,Scorpaena scrofa,Scorpaena scrofa,"Linnaeus, 1758",Actinopteri,Perciformes,Scorpaenidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,Sol,Bottom,FC,1,0
Scorpaena stephanica,Scorpaena stephanica,NA,"Cadenat, 1943",Actinopteri,Perciformes,Scorpaenidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Both,Sol,Bottom,IM,0,0
Scorpaenodes arenai,Scorpaenodes arenai,NA,"Torchio, 1962",Actinopteri,Perciformes,Scorpaenidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Scorpaenodes evides,Scorpaenodes evides,NA,Jordan & Thompson 1914,Actinopteri,Perciformes/Scorpaenoidei,Scorpaenidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,Sol,Bottom,IM,0,0
Scorpaenodes guamensis,Scorpaenodes guamensis,NA,Quoy & Gaimard 1824,Actinopteri,Perciformes/Scorpaenoidei,Scorpaenidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,Sol,Bottom,IM,1,0
Scorpaenodes hirsutus,Scorpaenodes hirsutus,NA,Smith 1957,Actinopteri,Perciformes/Scorpaenoidei,Scorpaenidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,Sol,Bottom,IM,1,0
Scorpaenodes parvipinnis,Scorpaenodes parvipinnis,Scorpaenodes parvipinnis,Garrett 1864,Actinopteri,Perciformes/Scorpaenoidei,Scorpaenidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,Sol,Bottom,IM,1,0
Scorpaenodes steinitzi,Scorpaenodes steinitzi,NA,Klausewitz & Frųiland 1970,Actinopteri,Perciformes/Scorpaenoidei,Scorpaenidae,1,0,1,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,Sol,Bottom,IM,0,0
Scorpaenopsis barbata,Scorpaenopsis barbata,Scorpaenopsis barbata,Rüppell 1838,Actinopteri,Perciformes/Scorpaenoidei,Scorpaenidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,Sol,Bottom,FC,0,0
Scorpaenopsis diabolus,Scorpaenopsis diabolus,Scorpaenopsis diabolus,Cuvier 1829,Actinopteri,Perciformes/Scorpaenoidei,Scorpaenidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,Sol,Bottom,FC,1,0
Scorpaenopsis oxycephala,Scorpaenopsis oxycephala,NA,Bleeker 1849,Actinopteri,Perciformes/Scorpaenoidei,Scorpaenidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,Sol,Bottom,FC,1,0
Scorpaenopsis possi,Scorpaenopsis possi,NA,Randall & Eschmeyer 2001,Actinopteri,Perciformes/Scorpaenoidei,Scorpaenidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,Sol,Bottom,FC,0,0
Scorpaenopsis venosa,Scorpaenopsis venosa,NA,Cuvier 1829,Actinopteri,Perciformes/Scorpaenoidei,Scorpaenidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,Sol,Bottom,FC,1,0
Scorpaenopsis vittapinna,Scorpaenopsis vittapinna,NA,Randall & Eschmeyer 2001,Actinopteri,Perciformes/Scorpaenoidei,Scorpaenidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,Sol,Bottom,IM,0,0
Scuticaria tigrina,NA,Scuticaria tigrina,"(Lesson, 1828)",Actinopteri,Anguilliformes,Muraenidae,1,NA,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Scyliorhinus canicula,Scyliorhinus canicula,NA,"(Linnaeus, 1758)",Elasmobranchii,Carcharhiniformes,Scyliorhinidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Scyliorhinus duhameli,Scyliorhinus duhamelii,NA,"(Garman, 1913)",Elasmobranchii,Carcharhiniformes,Scyliorhinidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Scyliorhinus stellaris,Scyliorhinus stellaris,NA,"(Linnaeus, 1758)",Elasmobranchii,Carcharhiniformes,Scyliorhinidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,IM,0,0
Sebastapistes cyanostigma,Sebastapistes cyanostigma,Sebastapistes cyanostigma,Bleeker 1856,Actinopteri,Perciformes/Scorpaenoidei,Scorpaenidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,Sol,Bottom,IM,1,0
Sebastapistes strongia,Sebastapistes strongia,Sebastapistes strongia,Cuvier 1829,Actinopteri,Perciformes/Scorpaenoidei,Scorpaenidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,Sol,Bottom,IM,1,0
Selar crumenophthalmus,Selar crumenophthalmus,NA,Bloch 1793,Actinopteri,Carangiformes,Carangidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,VMob,Both,LargeG,High,PK,0,0
Selene dorsalis,Selene dorsalis,NA,"(Gill, 1863)",Actinopteri,Carangiformes,Carangidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Seriola carpenteri,Seriola carpenteri,NA,"Mather, 1971",Actinopteri,Carangiformes,Carangidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,VMob,Day,MedG,High,FC,0,0
Seriola dumerili,Seriola dumerili,Seriola dumerili,"(Risso, 1810)",Actinopteri,Carangiformes,Carangidae,1,1,0,1,1,0,NA,NA,NA,0,1,known_distribution,,NA,VMob,Both,SmallG,High,FC,0,0
Seriola fasciata,Seriola fasciata,NA,"(Bloch, 1793)",Actinopteri,Carangiformes,Carangidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,VMob,Day,MedG,High,FC,0,0
Seriola rivoliana,Seriola rivoliana,NA,"Valenciennes, 1833",Actinopteri,Carangiformes,Carangidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,VMob,Both,SmallG,High,FC,0,0
Seriolina nigrofasciata,Seriolina nigrofasciata,NA,Rüppell 1829,Actinopteri,Carangiformes,Carangidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,VMob,Both,Sol,High,FC,0,0
Serranus atricauda,Serranus atricauda,NA,"Günther, 1874",Actinopteri,Perciformes,Serranidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,IM,0,0
Serranus cabrilla,Serranus cabrilla,Serranus cabrilla,"(Linnaeus, 1758)",Actinopteri,Perciformes,Serranidae,1,1,0,1,1,0,NA,NA,NA,1,0,NA,NA,NA,Sed,Day,Sol,Bottom,FC,0,0
Serranus hepatus,Serranus hepatus,Serranus hepatus,"(Linnaeus, 1758)",Actinopteri,Perciformes,Serranidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,IM,0,0
Serranus scriba,Serranus scriba,Serranus scriba,"(Linnaeus, 1758)",Actinopteri,Perciformes,Serranidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,IM,0,0
Siganus argenteus,Siganus argenteus,Siganus argenteus,Quoy & Gaimard 1825,Actinopteri,Acanthuriformes,Siganidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,VMob,Day,LargeG,Bottom,HD,1,0
Siganus fuscescens,Siganus fuscescens,NA,"(Houttuyn, 1782)",Actinopteri,Acanthuriformes,Siganidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,VMob,Day,LargeG,Bottom,HD,1,0
Siganus luridus,Siganus luridus,Siganus luridus,"(Rüppell, 1829)",Actinopteri,Acanthuriformes,Siganidae,1,1,0,1,1,1,1955,Common,"Croatia, Cyprus, Egypt, France, Greece, Italy, Lebanon, Libya,Malta, Montenegro, Syria,Tunisia, Turkey ",0,0,NA,NA,NA,Mob,Day,Pair,Bottom,HD,1,0
Siganus rivulatus,Siganus rivulatus,Siganus rivulatus,"Forsskål & Niebuhr, 1775",Actinopteri,Acanthuriformes,Siganidae,1,1,0,1,1,1,1924,Common,"Croatia, Cyprus, Egypt, Greece, Italy, Lebanon, Libya, Syria, Tunisia, Turkey ",0,0,NA,NA,NA,VMob,Day,LargeG,Bottom,HD,1,0
Siganus stellatus,Siganus stellatus,Siganus stellatus,Forsskål 1775,Actinopteri,Acanthuriformes,Siganidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,LargeG,Bottom,HD,1,0
Sigmops elongatus,Sigmops elongatus,NA,"(Günther, 1878)",Actinopteri,Stomiiformes,Gonostomatidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Silhouettea aegyptia,Silhouettea aegyptia,NA,"(Chabanaud, 1933)",Actinopteri,Gobiiformes,Gobiidae,1,1,1,1,1,1,1998,Local,"Egypt, Syria, ",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Silhouettea insinuans,Silhouettea insinuans,NA,Smith 1959,Actinopteri,Gobiiformes,Gobiidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Sillago sihama,Sillago sihama,NA,Forsskål in Niebuhr 1775,Actinopteri,Eupercaria/misc,Sillaginidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Low,OM,0,0
Sillago suezensis,Sillago suezensis,NA,"Golani, Fricke & Tikochinski, 2013",Actinopteri,Perciformes,Sillaginidae,1,1,1,1,0,1,1977,Common,"Egypt, Greece, lebanon, Turkey",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Siokunichthys bentuviai,Siokunichthys bentuviai,NA,Clark 1966,Actinopteri,Syngnathiformes,Syngnathidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,IM,0,0
Siokunichthys herrei,Siokunichthys herrei,NA,Herald 1953,Actinopteri,Syngnathiformes,Syngnathidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,SmallG,Bottom,IM,0,0
Siphamia goreni,Siphamia goreni,NA,Gon & Allen 2012,Actinopteri,Kurtiformes,Apogonidae,1,0,1,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Siphamia tubifer,Siphamia tubifer,NA,Weber 1909,Actinopteri,Kurtiformes,Apogonidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,LargeG,Low,PK,0,0
Sirembo jerdoni,Sirembo jerdoni,NA,Day 1888,Actinopteri,Ophidiiformes,Ophidiidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Skythrenchelys macrostomus,Skythrenchelys macrostomus,NA,Bleeker 1864,Actinopteri,Anguilliformes,Ophichthidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,Sol,Bottom,IM,0,0
Solea aegyptiaca,Solea aegyptiaca,NA,"Chabanaud, 1927",Actinopteri,Carangiformes,Soleidae,1,1,0,0,0,0,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Solea senegalensis,Solea senegalensis,NA,"Kaup, 1858",Actinopteri,Carangiformes,Soleidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Solea solea,Solea solea,NA,"(Linnaeus, 1758)",Actinopteri,Carangiformes,Soleidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Soleichthys dori,Soleichthys dori,NA,Randall & Munroe 2008,Actinopteri,Pleuronectiformes,Soleidae,1,0,1,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Solenostomus cyanopterus,Solenostomus cyanopterus,NA,Bleeker 1854,Actinopteri,Syngnathiformes,Solenostomidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,Pair,Bottom,IM,0,0
Solenostomus leptosoma,Solenostomus leptosoma,NA,Tanaka 1908,Actinopteri,Syngnathiformes,Solenostomidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,Pair,Bottom,IM,0,0
Solenostomus paradoxus,Solenostomus paradoxus,NA,Pallas 1770,Actinopteri,Syngnathiformes,Solenostomidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,Pair,Bottom,IM,0,0
Somniosus rostratus,Somniosus rostratus,NA,"(Risso, 1827)",Elasmobranchii,Squaliformes,Somniosidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Sorsogona prionota,Sorsogona prionota,NA,"(Sauvage, 1873)",Actinopteri,Perciformes,Platycephalidae,1,1,0,1,1,1,1946,Rare,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Sparisoma cretense,Sparisoma cretense,Sparisoma cretense,"(Linnaeus, 1758)",Actinopteri,Perciformes,Scaridae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,SmallG,Low,HD,0,0
Sparus aurata,Sparus aurata,Sparus aurata,"Linnaeus, 1758",Actinopteri,Perciformes,Sparidae,1,1,0,1,1,0,NA,NA,NA,0,1,Introduced to the Red Sea,,NA,Mob,Day,SmallG,Low,IM,0,0
Speleogobius llorisi,Speleogobius llorisi,NA,"Kova?i?, Ordines et Schliewen, 2016",Actinopteri,Gobiiformes,Gobiidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Speleogobius trigloides,Speleogobius trigloides,NA,"Zander & Jelinek, 1976",Actinopteri,Gobiiformes,Gobiidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Sphaeramia orbicularis,Sphaeramia orbicularis,NA,Cuvier 1828,Actinopteri,Kurtiformes,Apogonidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Night,MedG,Low,IM,0,0
Sphoeroides marmoratus,Sphoeroides marmoratus,NA,"(Lowe, 1838)",Actinopteri,Tetraodontiformes,Tetraodontidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,Sol,Low,IS,0,0
Sphoeroides pachygaster,Sphoeroides pachygaster,NA,"(Müller & Troschel, 1848)",Actinopteri,Tetraodontiformes,Tetraodontidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,VMob,Day,Sol,Bottom,IM,0,0
Sphyraena barracuda,Sphyraena barracuda,Sphyraena barracuda,Edwards 1771,Actinopteri,Carangaria/misc,Sphyraenidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,VMob,Night,SmallG,High,FC,0,0
Sphyraena flavicauda,Sphyraena flavicauda,Sphyraena flavicauda,"Rüppell, 1838",Actinopteri,Carangiformes,Sphyraenidae,1,1,0,1,1,1,1991,Rare,"Cyprus, Egypt, Greece, libya, Turkey",0,0,NA,NA,NA,VMob,Night,LargeG,High,FC,0,0
Sphyraena forsteri,Sphyraena forsteri,NA,Cuvier 1829,Actinopteri,Carangaria/misc,Sphyraenidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,VMob,Night,MedG,High,FC,0,0
Sphyraena iburiensis,Sphyraena iburiensis,NA,Doiuchi & Nakabo 2005,Actinopteri,Carangaria/misc,Sphyraenidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,VMob,Night,MedG,High,FC,0,0
Sphyraena jello,Sphyraena jello,NA,Cuvier 1829,Actinopteri,Carangaria/misc,Sphyraenidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,VMob,Night,MedG,High,FC,0,0
Sphyraena obtusata,Sphyraena obtusata,NA,"Cuvier, 1829",Actinopteri,Carangiformes,Sphyraenidae,1,1,0,0,1,0,NA,NA,NA,0,1,?,?,needs further examination ,VMob,Night,LargeG,High,FC,0,0
Sphyraena pinguis,Sphyraena pinguis,NA,"Günther, 1874",Actinopteri,Carangiformes,Sphyraenidae,1,1,0,0,1,1,1931,Common,"Croatia, Cyprus, Egypt, Greece, Lebanon, Libya, Malta, Tunisia, Turkey",0,0,NA,NA,NA,VMob,Night,LargeG,High,FC,0,0
Sphyraena putnamae,Sphyraena putnamae,NA,Jordan & Seale 1905,Actinopteri,Carangaria/misc,Sphyraenidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,VMob,Night,MedG,High,FC,0,0
Sphyraena qenie,Sphyraena qenie,NA,Klunzinger 1870,Actinopteri,Carangaria/misc,Sphyraenidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,VMob,Night,MedG,High,FC,0,0
Sphyraena sphyraena,Sphyraena sphyraena,NA,"(Linnaeus,1758)",Actinopteri,Carangiformes,Sphyraenidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,VMob,Night,SmallG,High,FC,0,0
Sphyraena viridensis,Sphyraena viridensis,NA,"Cuvier, 1829",Actinopteri,Carangiformes,Sphyraenidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,VMob,Night,SmallG,High,FC,0,0
Sphyrna lewini,Sphyrna lewini,NA,"(Griffith & Smith, 1834)",Elasmobranchii,Carcharhiniformes,Sphyrnidae,1,1,0,0,1,0,NA,NA,NA,0,1,known_distribution,,NA,NA,NA,NA,NA,NA,0,0
Sphyrna mokarran,Sphyrna mokarran,NA,"(Rüppell, 1837)",Elasmobranchii,Carcharhiniformes,Sphyrnidae,1,1,0,0,1,0,NA,NA,NA,0,1,known_distribution,,NA,NA,NA,NA,NA,NA,0,0
Sphyrna tudes,Sphyrna tudes,NA,"(Valenciennes, 1822)",Elasmobranchii,Carcharhiniformes,Sphyrnidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Sphyrna zygaena,Sphyrna zygaena,NA,"(Linnaeus, 1758)",Elasmobranchii,Carcharhiniformes,Sphyrnidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Spicara flexuosa,Spicara flexuosa,NA,Rafinesque 1810,Actinopteri,Perciformes,Sparidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Spicara maena,Spicara maena,Spicara maena,"(Linnaeus, 1758)",Actinopteri,Perciformes,Sparidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,PK,0,0
Spicara smaris,Spicara smaris,Spicara smaris,"(Linnaeus, 1758)",Actinopteri,Perciformes,Sparidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Spondyliosoma cantharus,Spondyliosoma cantharus,Spondyliosoma cantharus,"(Linnaeus, 1758)",Actinopteri,Perciformes,Sparidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,SmallG,Low,IM,0,0
Spratelloides delicatulus,Spratelloides delicatulus,NA,"(Bennet, 1832)",Actinopteri,Clupeiformes,Spratelloididae,1,1,0,1,1,1,1973,Common,"Cyprus, Egypt",0,0,NA,NA,NA,VMob,Both,LargeG,High,PK,0,0
Spratelloides gracilis,Spratelloides gracilis,Spratelloides gracilis,Temminck & Schlegel 1846,Actinopteri,Clupeiformes,Clupeidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Sprattus sprattus,Sprattus sprattus,NA,"(Linnaeus, 1758)",Actinopteri,Clupeiformes,Clupeidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Squalus acanthias,Squalus acanthias,NA,"Linnaeus, 1758",Elasmobranchii,Squaliformes,Squalidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0
Squalus blainville,Squalus blainville,NA,"(Risso, 1827)",Elasmobranchii,Squaliformes,Squalidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Squalus megalops,Squalus megalops,NA,"(Macleay, 1881)",Elasmobranchii,Squaliformes,Squalidae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Squatina aculeata,Squatina aculeata,NA,"Cuvier, 1829",Elasmobranchii,Squatiniformes,Squatinidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Squatina oculata,Squatina oculata,NA,"Bonaparte, 1840",Elasmobranchii,Squatiniformes,Squatinidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Squatina squatina,Squatina squatina,NA,"(Linnaeus, 1758)",Elasmobranchii,Squatiniformes,Squatinidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Stalix davidsheni,Stalix davidsheni,NA,Klausewitz 1985,Actinopteri,Ovalentaria/misc,Opistognathidae,1,0,1,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Stegastes nigricans,Stegastes nigricans,NA,Lacepčde 1802,Actinopteri,Ovalentaria/misc,Pomacentridae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,MedG,Bottom,HD,0,0
Stegastes punctatus,Stegastes punctatus,NA,Quoy & Gaimard 1825,Actinopteri,Ovalentaria/misc,Pomacentridae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,MedG,Bottom,HD,0,0
Stegastes variabilis,Stegastes variabilis,NA,"(Castelnau, 1855)",Actinopteri,Perciformes,Pomacentridae,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Low,HD,0,0
Stegostoma fasciatum,Stegostoma fasciatum,NA,Hermann 1783,Elasmobranchii,Orectolobiformes,Stegostomatidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,IM,0,0
Stephanolepis diaspros,Stephanolepis diaspros,NA,"Fraser-Brunner, 1940",Actinopteri,Tetraodontiformes,Monacanthidae,1,1,0,1,1,1,1925,Common,"Cyprus, Egypt, Greece, Italy, Lebanon, Libya, Malta, Montenegro, Slovenia, Syria, Tunisia, Turkey",0,0,NA,NA,NA,Mob,Day,SmallG,Bottom,OM,0,0
Stethojulis albovittata,Stethojulis albovittata,Stethojulis albovittata,Bonnaterre 1788,Actinopteri,Eupercaria/misc,Labridae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,SmallG,Bottom,IM,0,0
Stethojulis interrupta,Stethojulis interrupta,Stethojulis interrupta,Bleeker 1851,Actinopteri,Eupercaria/misc,Labridae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Mob,Day,SmallG,Bottom,IM,0,0
Stolephorus indicus,Stolephorus indicus,NA,"(van Hasselt, 1823)",Actinopteri,Clupeiformes,Engraulidae,1,1,0,1,0,1,2015,Single Record,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Stolephorus insularis,Stolephorus insularis,NA,"Hardenberg, 1933",Actinopteri,Clupeiformes,Engraulidae,1,1,0,1,0,1,2009,Rare,Turkey,0,0,NA,NA,NA,VMob,Both,LargeG,High,PK,0,0
Stomias affinis,Stomias affinis,Stomias affinis,Günther 1887,Actinopteri,Stomiiformes,Stomiidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Stomias boa,Stomias boa,NA,"(Risso, 1810)",Actinopteri,Stomiiformes,Stomiidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
